shipment_id,project_id,order_date,requested_delivery_date,planned_pickup_datetime,actual_pickup_datetime,planned_delivery_datetime,actual_delivery_datetime,origin_facility_id,destination_facility_id,origin_port_id,destination_port_id,primary_mode,carrier_id,vessel_id,cargo_type_id,units,weight_tons,volume_cbm,length_m,width_m,height_m,oversize_flag,heavy_lift_flag,hazardous_flag,temperature_controlled_flag,service_level,incoterm,planned_distance_km,actual_distance_km,planned_transit_days,delay_hours,delay_days,late_bucket,on_time_flag,status,main_delay_reason,freight_cost_eur,fuel_surcharge_eur,port_cost_eur,customs_cost_eur,total_logistics_cost_eur,cargo_value_eur,logistics_cost_pct_cargo_value,co2e_kg,co2e_kg_per_ton_km,damage_flag,claim_amount_eur,risk_score,risk_level
SHP00408,PRJ003,2024-06-02,2024-07-08,2024-06-26T10:00:00,2024-06-26T11:31:34,2024-06-30T17:05:29,2024-07-01T03:34:25,F005,F011,P002,P006,Intermodal,CAR006,,CG001,8,5.87,24.35,7.8,2.47,2.29,N,N,N,N,Expedite,CFR,1394.6,1396.2,5,10.5,0.44,On time,Y,Delivered,Carrier capacity,3060.21,369.88,794.82,357.98,4582.88,351879.49,0.013,206.73,0.02522,N,0,11,Low
SHP00409,PRJ004,2024-09-15,2024-10-18,2024-10-10T10:00:00,2024-10-10T12:07:54,2024-10-13T20:42:45,2024-10-14T10:12:26,F004,F018,P004,P009,Sea Breakbulk,CAR010,V007,CG008,2,98.51,540.22,35.66,12.32,10.85,Y,Y,N,N,Standard,DDP,748.5,736.9,4,13.5,0.56,On time,Y,Delivered,Customs hold,11339.3,1296.12,3864.89,1548.06,18048.37,2408486.76,0.0075,2156.28,0.0297,N,0,54,Medium
SHP00410,PRJ002,2024-11-05,2024-12-06,2024-11-27T08:00:00,2024-11-27T10:09:23,2024-11-30T22:30:11,2024-11-30T22:47:53,F004,F008,P004,P012,RoRo,CAR003,V010,CG002,6,21.26,80.72,15.84,4.53,4.31,Y,N,N,N,Standard,FCA,1209.5,1248.1,4,0.3,0.01,On time,Y,Delivered,None,3957.63,651.71,1480.27,719.87,6809.48,215779.29,0.0316,827.55,0.03119,N,0,32,Low
SHP00411,PRJ006,2025-07-15,2025-08-26,2025-08-14T15:00:00,2025-08-14T14:11:57,2025-08-26T07:05:16,2025-08-26T15:04:23,F003,F017,P003,P018,Intermodal,CAR006,,CG006,6,35.43,117.15,19.27,5.01,4.46,Y,N,N,N,Standard,DAP,6768.3,6705.5,13,8.0,0.33,On time,Y,Delivered,Customs hold,12152.44,1002.01,1627.5,771.98,15553.92,184800.72,0.0842,5469.91,0.02302,N,0,39,Low
SHP00412,PRJ004,2024-11-20,2024-12-11,2024-12-04T10:00:00,2024-12-04T09:49:50,2024-12-09T04:07:15,2024-12-09T21:50:37,F012,F018,P007,P009,Intermodal,CAR006,,CG005,5,25.75,115.47,18.25,4.8,4.91,Y,N,N,N,Standard,DAP,1024.8,1007.7,6,17.7,0.74,On time,Y,Delivered,None,3569.91,369.64,1775.3,849.53,6564.39,902303.99,0.0073,573.15,0.02209,N,0,33,Low
SHP00413,PRJ004,2025-05-09,2025-06-18,2025-06-12T14:00:00,2025-06-12T14:03:52,2025-06-16T01:39:46,2025-06-17T06:17:43,F012,F018,P007,P009,Sea Breakbulk,CAR010,V014,CG006,6,36.51,38.47,11.83,2.88,2.8,Y,N,N,N,Standard,FCA,1068.7,1051.5,5,28.6,1.19,On time,Y,Delivered,Carrier capacity,6822.46,956.53,1926.63,854.35,10559.98,206506.35,0.0511,1074.57,0.02799,N,0,29,Low
SHP00414,PRJ005,2025-04-06,2025-05-24,2025-05-12T14:00:00,2025-05-12T15:09:10,2025-05-19T19:26:20,2025-05-20T13:44:51,F012,F016,P007,P016,Sea Breakbulk,CAR004,V012,CG007,2,9.01,40.82,12.04,4.11,2.59,Y,N,N,N,Expedite,EXW,3459.1,3441.0,8,18.3,0.76,On time,Y,Delivered,Carrier capacity,9549.77,1216.0,1084.87,711.84,12562.48,186421.89,0.0674,748.3,0.02414,N,0,46,Medium
SHP00415,PRJ003,2025-03-10,2025-04-25,2025-04-21T13:00:00,2025-04-21T15:16:35,2025-04-25T22:53:20,2025-04-26T17:37:25,F005,F011,P002,P006,Sea Breakbulk,CAR010,V014,CG005,6,21.97,147.85,20.9,6.54,5.58,Y,N,N,N,Standard,DAP,1468.9,1452.7,5,18.7,0.78,On time,Y,Delivered,Weather disruption,6856.64,1015.25,1245.32,772.37,9889.59,641012.79,0.0154,963.62,0.03019,N,0,37,Low
SHP00416,PRJ007,2024-11-26,2025-01-01,2024-12-27T12:00:00,2024-12-27T11:56:04,2024-12-31T22:18:18,2025-01-01T02:40:56,F012,F001,P007,P001,Sea Breakbulk,CAR007,V011,CG005,8,27.47,123.12,15.71,5.44,4.92,Y,N,N,N,Expedite,FCA,1840.2,1815.8,5,4.4,0.18,On time,Y,Delivered,None,10516.97,825.2,1528.63,546.46,13417.26,837848.54,0.016,1824.37,0.03658,N,0,25,Low
SHP00417,PRJ002,2025-05-19,2025-06-08,2025-06-03T08:00:00,2025-06-03T09:27:35,2025-06-09T21:56:31,2025-06-11T01:25:19,F010,F008,P010,P012,Sea Breakbulk,CAR007,V011,CG007,5,8.58,28.69,9.58,2.2,2.64,Y,N,N,N,Expedite,EXW,2138.9,2103.6,7,27.5,1.15,1-2 days,N,Delivered,Road permit delay,8113.92,685.09,1287.77,656.4,10743.18,139949.32,0.0768,536.12,0.0297,N,0,37,Low
SHP00418,PRJ002,2024-03-08,2024-04-03,2024-03-25T09:00:00,2024-03-25T11:05:25,2024-03-29T06:33:30,2024-03-30T19:09:24,F013,F008,P001,P012,RoRo,CAR003,V006,CG007,2,18.89,48.08,13.18,2.87,3.05,Y,N,N,N,Expedite,FCA,1066.0,1091.3,5,36.6,1.52,1-2 days,N,Delivered,Carrier capacity,4440.73,304.92,1781.13,788.93,7315.71,350953.49,0.0208,631.08,0.03061,N,0,32,Low
SHP00419,PRJ002,2025-04-08,2025-04-24,2025-04-17T09:00:00,2025-04-17T10:49:38,2025-04-22T13:51:49,2025-04-22T15:57:26,F010,F008,P010,P012,Sea Breakbulk,CAR010,V014,CG005,2,24.44,114.52,18.87,5.56,5.06,Y,N,N,N,Critical,CFR,2163.0,2193.4,6,2.1,0.09,On time,Y,Delivered,Port congestion,13150.62,1720.57,1511.74,645.44,17028.37,898866.71,0.0189,1562.98,0.02916,N,0,42,Low
SHP00420,PRJ001,2024-01-08,2024-03-04,2024-02-22T13:00:00,2024-02-22T13:08:22,2024-02-28T01:38:54,2024-02-27T21:50:07,F010,F007,P010,P005,Sea Breakbulk,CAR010,V014,CG005,2,39.23,72.89,16.8,3.21,3.63,Y,N,N,N,Standard,DDP,1996.2,2059.8,7,0,0.0,On time,Y,Delivered,None,9641.37,1324.15,1492.83,670.5,13128.85,1341510.7,0.0098,2374.68,0.02939,N,0,30,Low
SHP00421,PRJ007,2023-12-11,2024-01-18,2024-01-16T11:00:00,2024-01-16T10:35:58,2024-01-17T00:06:00,2024-01-17T00:26:05,F003,F001,,,Road,CAR008,,CG002,1,19.79,74.86,18.14,4.96,3.92,Y,N,N,N,Critical,DDP,489.4,497.5,2,0.3,0.01,On time,Y,Delivered,None,3390.02,275.43,0,0,3665.45,196035.8,0.0187,935.32,0.095,N,0,27,Low
SHP00422,PRJ002,2024-12-18,2025-01-30,2025-01-21T08:00:00,2025-01-21T09:47:00,2025-01-23T02:48:00,2025-01-23T02:47:03,F010,F008,,,Road,CAR001,,CG001,7,6.14,17.22,7.53,2.11,2.05,N,N,N,N,Standard,FCA,2422.4,2394.7,3,0,0.0,On time,Y,Delivered,None,4205.82,673.04,0,764.69,5643.55,413913.82,0.0136,1396.83,0.095,N,0,29,Low
SHP00423,PRJ002,2024-03-20,2024-04-11,2024-04-01T10:00:00,2024-04-01T09:52:51,2024-04-04T16:38:21,2024-04-05T02:22:05,F001,F008,P001,P012,RoRo,CAR003,V006,CG009,5,20.76,29.91,9.96,2.72,2.85,Y,N,Y,N,Standard,FCA,1326.9,1336.5,4,9.7,0.41,On time,Y,Delivered,Road permit delay,4787.05,686.08,1637.12,1323.43,8433.69,183216.0,0.046,1279.15,0.0461,N,0,50,Medium
SHP00424,PRJ001,2025-08-13,2025-09-09,2025-08-29T12:00:00,2025-08-29T14:18:45,2025-09-03T13:04:36,2025-09-04T05:58:06,F005,F007,P002,P005,Intermodal,CAR006,,CG004,2,89.55,143.29,21.26,5.68,4.87,Y,Y,N,N,Standard,FCA,1176.9,1203.5,6,16.9,0.7,On time,Y,Delivered,Customs hold,8315.78,588.62,3582.01,1152.91,13639.32,2286913.67,0.006,2624.63,0.02435,N,0,47,Medium
SHP00425,PRJ001,2024-09-13,2024-10-02,2024-09-20T09:00:00,2024-09-20T09:49:32,2024-09-24T08:47:37,2024-09-24T14:13:33,F004,F007,P004,P005,Sea Breakbulk,CAR007,V011,CG004,1,38.43,153.24,22.97,6.7,5.12,Y,Y,N,N,Standard,FCA,870.5,881.7,5,5.4,0.23,On time,Y,Delivered,None,8474.87,818.78,2248.19,678.0,12219.84,718318.75,0.017,857.69,0.02531,N,0,53,Medium
SHP00426,PRJ001,2024-03-16,2024-04-28,2024-04-16T09:00:00,2024-04-16T10:41:51,2024-04-20T17:30:31,2024-04-21T14:58:44,F013,F007,P001,P005,Sea Breakbulk,CAR010,V004,CG003,6,9.92,44.88,11.39,3.4,3.37,Y,N,N,N,Critical,FCA,815.8,848.4,5,21.5,0.89,1-2 days,N,Delivered,Port congestion,7775.92,1129.49,1255.49,468.28,10629.18,421360.95,0.0252,206.28,0.02451,N,0,33,Low
SHP00427,PRJ004,2025-10-23,2025-11-09,2025-11-03T11:00:00,2025-11-03T13:17:23,2025-11-08T03:00:27,2025-11-08T09:38:17,F011,F018,P006,P009,Intermodal,CAR006,,CG001,2,4.57,20.81,7.35,2.5,2.25,N,N,N,N,Expedite,DDP,1109.0,1147.2,6,6.6,0.28,On time,Y,Delivered,None,2841.52,203.46,860.72,767.88,4673.58,314366.63,0.0149,121.89,0.02325,N,0,16,Low
SHP00428,PRJ004,2024-07-28,2024-09-01,2024-08-20T11:00:00,2024-08-20T13:43:46,2024-08-24T06:49:08,2024-08-25T23:21:53,F012,F018,P007,P009,Intermodal,CAR006,,CG004,2,77.81,220.39,27.12,7.86,6.98,Y,Y,N,N,Standard,DAP,944.1,976.7,5,40.5,1.69,1-2 days,N,Delivered,Carrier capacity,6688.59,747.75,3723.14,1115.58,12275.07,1878718.18,0.0065,1705.86,0.02245,N,0,54,Medium
SHP00429,PRJ005,2025-12-07,2026-01-03,2025-12-24T08:00:00,2025-12-24T08:24:32,2026-01-01T13:10:24,2026-01-01T17:43:08,F013,F016,P001,P016,Container Sea,CAR005,V003,CG010,6,0.93,5.06,4.14,2.03,0.74,N,N,N,N,Expedite,DAP,3389.5,3352.7,9,4.5,0.19,On time,Y,Delivered,None,3418.76,333.68,1011.99,686.02,5450.44,110669.16,0.0492,56.57,0.01814,N,0,24,Low
SHP00430,PRJ002,2025-11-21,2025-12-22,2025-12-10T07:00:00,2025-12-10T08:14:35,2025-12-17T07:23:17,2025-12-18T06:48:32,F011,F008,P006,P012,Intermodal,CAR006,,CG001,8,3.88,14.34,6.94,1.85,1.38,N,N,N,N,Standard,CFR,2654.1,2677.0,8,23.4,0.98,On time,Y,Delivered,Port congestion,2707.48,439.96,1419.69,757.0,5324.13,319629.0,0.0167,197.18,0.01898,N,0,35,Low
SHP00431,PRJ006,2025-09-29,2025-11-01,2025-10-21T14:00:00,2025-10-21T14:10:00,2025-10-31T19:24:43,2025-11-02T14:41:20,F012,F017,P007,P018,Sea Breakbulk,CAR007,V011,CG008,1,106.51,737.13,47.68,14.63,11.94,Y,Y,N,N,Standard,EXW,5446.6,5363.7,11,43.3,1.8,1-2 days,N,Delivered,Carrier capacity,48182.6,4338.54,3687.83,1649.0,57857.97,2836642.87,0.0204,13883.32,0.0243,N,0,59,Medium
SHP00432,PRJ001,2025-04-04,2025-05-05,2025-04-28T10:00:00,2025-04-28T10:39:02,2025-05-03T16:12:52,2025-05-04T00:29:47,F012,F007,P007,P005,Intermodal,CAR006,,CG001,7,7.39,16.28,7.76,2.14,1.86,N,N,N,N,Critical,DAP,2092.7,2081.4,6,8.3,0.35,On time,Y,Delivered,None,4066.25,470.95,1163.69,385.61,6086.5,510341.36,0.0119,280.85,0.01826,N,0,25,Low
SHP00433,PRJ006,2024-11-15,2025-01-05,2024-12-18T08:00:00,2024-12-18T08:26:30,2024-12-28T14:52:50,2024-12-28T18:03:02,F005,F017,P002,P018,Sea Breakbulk,CAR010,V007,CG001,4,4.54,16.96,5.8,2.81,1.61,Y,N,N,N,Critical,DDP,5052.8,5133.7,11,3.2,0.13,On time,Y,Delivered,None,12968.21,1333.2,1168.01,462.96,15932.38,378012.14,0.0421,597.83,0.02565,N,0,41,Low
SHP00434,PRJ001,2025-10-14,2025-11-05,2025-10-28T11:00:00,2025-10-28T13:26:30,2025-10-29T00:06:00,2025-10-29T03:54:02,F014,F007,,,Road,CAR008,,CG004,2,47.07,176.67,23.15,7.03,5.88,Y,Y,N,N,Expedite,FCA,376.3,378.2,2,3.8,0.16,On time,Y,Delivered,None,4720.22,696.68,0,1251.36,6668.26,938100.99,0.0071,1691.18,0.095,N,0,43,Low
SHP00435,PRJ007,2023-12-07,2024-01-26,2024-01-15T10:00:00,2024-01-15T10:30:17,2024-01-20T01:16:14,2024-01-20T07:03:23,F010,F001,P010,P001,Sea Breakbulk,CAR010,V007,CG001,8,5.12,24.27,8.27,2.78,1.86,Y,N,N,N,Critical,DAP,1447.3,1507.4,6,5.8,0.24,On time,Y,Delivered,Customs hold,9152.93,1100.65,769.56,570.77,11593.91,406648.6,0.0285,355.43,0.04605,N,0,37,Low
SHP00436,PRJ001,2023-12-19,2024-02-03,2024-01-26T07:00:00,2024-01-26T09:34:42,2024-01-31T15:29:43,2024-01-31T13:59:12,F010,F007,P010,P005,Sea Breakbulk,CAR007,V005,CG003,3,5.65,31.01,9.29,2.65,2.39,Y,N,N,N,Expedite,DDP,1932.7,1991.4,6,0,0.0,On time,Y,Delivered,None,7454.88,667.6,726.75,782.62,9631.84,232352.22,0.0415,332.81,0.02958,N,0,37,Low
SHP00437,PRJ002,2025-01-02,2025-02-18,2025-02-11T07:00:00,2025-02-11T07:04:38,2025-02-17T17:25:52,2025-02-19T00:56:14,F011,F008,P006,P012,Intermodal,CAR006,,CG001,8,3.37,16.07,6.38,1.56,1.31,N,N,N,N,Critical,DAP,2506.3,2550.2,7,31.5,1.31,1-2 days,N,Delivered,Road permit delay,4082.2,509.22,1380.19,386.21,6357.82,272172.35,0.0234,162.79,0.01894,N,0,27,Low
SHP00438,PRJ005,2024-12-01,2025-01-09,2025-01-03T07:00:00,2025-01-03T06:55:45,2025-01-11T16:07:45,2025-01-11T19:29:45,F004,F016,P004,P016,Sea Breakbulk,CAR004,V012,CG004,1,74.31,233.72,28.94,7.71,6.57,Y,Y,N,N,Standard,DAP,3610.5,3616.9,9,3.4,0.14,On time,Y,Delivered,Documentation issue,25977.38,2970.08,3232.57,1105.68,33285.71,1474837.66,0.0226,6541.8,0.02434,Y,11287.31,55,Medium
SHP00439,PRJ002,2025-07-20,2025-08-18,2025-08-11T13:00:00,2025-08-11T12:00:13,2025-08-15T06:27:37,2025-08-15T20:10:45,F013,F008,P001,P012,Sea Breakbulk,CAR007,V011,CG003,8,9.47,21.22,8.29,2.51,1.98,Y,N,N,N,Expedite,EXW,980.5,976.4,5,13.7,0.57,On time,Y,Delivered,Customs hold,6421.31,876.71,1004.79,635.59,8938.4,442123.72,0.0202,229.99,0.02487,N,0,37,Low
SHP00440,PRJ006,2025-09-26,2025-10-22,2025-10-14T10:00:00,2025-10-14T09:22:38,2025-10-23T13:17:29,2025-10-23T11:42:34,F010,F017,P010,P018,Container Sea,CAR005,V009,CG003,2,11.82,20.53,7.09,2.25,2.1,N,N,N,N,Critical,FCA,4373.8,4516.5,10,0,0.0,On time,Y,Delivered,Weather disruption,6505.9,874.42,957.84,869.01,9207.17,579952.96,0.0159,1097.63,0.02056,N,0,27,Low
SHP00441,PRJ001,2025-08-31,2025-10-11,2025-09-30T10:00:00,2025-09-30T11:13:34,2025-10-05T08:56:48,2025-10-06T06:21:45,F010,F007,P010,P005,Intermodal,CAR006,,CG007,5,9.85,31.11,10.53,2.48,2.56,N,N,N,N,Expedite,FCA,1967.3,1945.6,6,21.4,0.89,1-2 days,N,Delivered,Documentation issue,3547.43,562.61,1296.87,507.37,5914.28,207703.2,0.0285,455.53,0.02377,N,0,25,Low
SHP00442,PRJ006,2025-02-26,2025-03-29,2025-03-12T13:00:00,2025-03-12T13:19:11,2025-03-22T03:38:36,2025-03-21T22:08:02,F010,F017,P010,P018,Sea Breakbulk,CAR010,V014,CG003,8,7.01,47.12,10.4,4.42,2.92,Y,N,N,N,Expedite,FCA,4889.0,4824.2,11,0,0.0,On time,Y,Delivered,None,11248.43,951.03,1130.97,434.07,13764.5,343257.95,0.0401,899.02,0.02658,N,0,30,Low
SHP00443,PRJ002,2025-11-04,2025-11-29,2025-11-26T14:00:00,2025-11-26T16:58:52,2025-11-29T06:52:38,2025-11-29T23:16:56,F014,F008,P003,P012,RoRo,CAR003,V010,CG008,1,47.3,548.62,41.08,11.37,10.71,Y,Y,N,N,Standard,DAP,500.3,504.9,4,16.4,0.68,On time,Y,Delivered,Weather disruption,5254.29,884.1,3060.07,1177.37,10375.83,1214223.28,0.0085,1101.99,0.04614,N,0,51,Medium
SHP00444,PRJ007,2024-12-15,2024-12-31,2024-12-25T11:00:00,2024-12-25T11:49:58,2024-12-26T13:36:00,2024-12-26T15:23:24,F011,F001,,,Road,CAR001,,CG001,6,4.18,15.05,6.85,1.8,1.78,N,N,N,N,Standard,DDP,1418.9,1456.3,2,1.8,0.07,On time,Y,Delivered,None,2473.23,241.24,0,551.49,3265.96,303150.09,0.0108,578.3,0.095,N,0,14,Low
SHP00445,PRJ001,2024-03-15,2024-04-25,2024-04-21T11:00:00,2024-04-21T13:19:31,2024-04-24T20:42:57,2024-04-25T09:47:01,F001,F007,P001,P005,Sea Breakbulk,CAR004,V001,CG003,5,7.64,36.55,9.92,3.15,2.7,Y,N,N,N,Standard,DDP,1060.8,1103.0,4,13.1,0.54,On time,Y,Delivered,None,5584.6,779.6,1036.56,757.53,8158.28,390145.92,0.0209,367.91,0.04366,N,0,33,Low
SHP00446,PRJ001,2024-12-18,2025-01-01,2024-12-31T14:00:00,2024-12-31T16:05:24,2025-01-03T20:41:42,2025-01-05T16:21:20,F005,F007,P002,P005,Sea Breakbulk,CAR004,V012,CG001,8,3.2,28.99,11.07,3.04,2.89,Y,N,N,N,Standard,DDP,1183.0,1201.9,4,43.7,1.82,1-2 days,N,Delivered,Customs hold,5098.46,558.15,1377.2,366.64,7400.45,228339.47,0.0324,113.78,0.02958,N,0,37,Low
SHP00447,PRJ005,2024-10-24,2024-12-09,2024-12-03T12:00:00,2024-12-03T13:16:11,2024-12-11T02:10:25,2024-12-10T21:06:17,F004,F016,P004,P016,Sea Breakbulk,CAR010,V004,CG002,7,14.68,69.76,14.52,4.26,3.55,Y,N,N,N,Standard,CFR,3174.7,3295.4,9,0,0.0,On time,Y,Delivered,None,8427.68,1044.33,1559.62,802.56,11834.18,121650.32,0.0973,1178.86,0.02437,N,0,38,Low
SHP00448,PRJ002,2024-11-08,2024-12-16,2024-12-09T10:00:00,2024-12-09T10:19:31,2024-12-14T20:17:14,2024-12-15T01:43:26,F012,F008,P007,P012,Intermodal,CAR006,,CG005,1,23.96,104.43,14.7,5.21,4.42,Y,N,N,N,Expedite,FCA,2397.9,2375.1,6,5.4,0.23,On time,Y,Delivered,None,5822.55,882.34,1160.36,987.53,8852.78,878614.28,0.0101,1045.0,0.01836,N,0,32,Low
SHP00449,PRJ005,2025-06-16,2025-08-08,2025-07-27T10:00:00,2025-07-27T09:29:39,2025-08-03T22:29:05,2025-08-03T16:53:30,F004,F016,P004,P016,Sea Breakbulk,CAR007,V011,CG008,2,107.09,373.87,37.74,10.62,8.3,Y,Y,N,N,Expedite,DAP,3580.8,3613.0,8,0,0.0,On time,Y,Delivered,None,42624.39,5716.52,3750.83,1337.17,53428.92,2947853.6,0.0181,9412.2,0.02433,N,0,59,Medium
SHP00450,PRJ001,2025-04-08,2025-05-25,2025-05-20T13:00:00,2025-05-20T12:16:30,2025-05-25T12:23:44,2025-05-26T00:36:35,F009,F007,P009,P005,Intermodal,CAR006,,CG002,5,14.12,53.14,12.19,3.55,2.93,Y,N,N,N,Critical,DDP,1736.4,1736.2,6,12.2,0.51,On time,Y,Delivered,None,6701.6,902.54,978.68,779.28,9362.1,125889.48,0.0744,780.38,0.03183,N,0,35,Low
SHP00451,PRJ001,2025-01-19,2025-03-01,2025-02-18T07:00:00,2025-02-18T07:07:36,2025-02-24T14:03:28,2025-02-26T02:00:15,F012,F007,P007,P005,Sea Breakbulk,CAR004,V012,CG007,3,14.82,53.3,11.85,3.91,3.22,Y,N,N,N,Standard,EXW,1928.9,1973.1,7,35.9,1.5,1-2 days,N,Delivered,Carrier capacity,6785.78,658.65,1021.07,944.53,9410.04,247048.76,0.0381,708.63,0.02423,Y,12797.39,27,Low
SHP00452,PRJ002,2024-03-27,2024-04-26,2024-04-16T15:00:00,2024-04-16T17:12:16,2024-04-22T06:50:14,2024-04-22T10:41:50,F010,F008,P010,P012,Container Sea,CAR005,V013,CG001,4,5.49,15.86,8.06,2.39,1.56,N,N,N,N,Standard,DAP,2216.6,2229.5,7,3.9,0.16,On time,Y,Delivered,None,2755.38,313.04,740.34,719.69,4528.45,441594.23,0.0103,280.78,0.02294,N,0,37,Low
SHP00453,PRJ002,2025-11-05,2025-12-26,2025-12-15T09:00:00,2025-12-15T11:08:39,2025-12-19T15:34:31,2025-12-20T05:03:39,F004,F008,P004,P012,Sea Breakbulk,CAR010,V014,CG006,4,24.75,38.5,12.62,3.15,2.91,Y,N,N,N,Standard,EXW,1347.8,1389.9,5,13.5,0.56,On time,Y,Delivered,Port congestion,6738.23,624.37,1361.01,855.1,9578.71,142545.39,0.0672,863.56,0.0251,N,0,33,Low
SHP00454,PRJ007,2025-03-19,2025-04-15,2025-04-08T13:00:00,2025-04-08T14:07:57,2025-04-12T07:16:48,2025-04-12T04:33:25,F005,F001,P002,P001,Intermodal,CAR006,,CG005,6,19.9,120.88,19.87,5.82,4.09,Y,N,N,N,Standard,CFR,757.3,756.3,5,0,0.0,On time,Y,Delivered,None,4208.73,295.54,1530.58,0,6034.85,678754.04,0.0089,892.1,0.05927,N,0,26,Low
SHP00455,PRJ001,2025-09-11,2025-10-14,2025-10-05T15:00:00,2025-10-05T17:15:57,2025-10-10T18:08:56,2025-10-10T23:48:45,F012,F007,P007,P005,Intermodal,CAR006,,CG003,1,8.83,31.28,8.1,2.24,2.97,N,N,N,N,Critical,CFR,2025.9,2049.5,6,5.7,0.24,On time,Y,Delivered,None,4094.61,363.97,1211.32,538.76,6208.66,429489.38,0.0145,330.5,0.01826,N,0,9,Low
SHP00456,PRJ007,2024-03-15,2024-04-03,2024-03-25T11:00:00,2024-03-25T13:50:19,2024-03-29T17:24:05,2024-03-30T20:41:30,F012,F001,P007,P001,Sea Breakbulk,CAR004,V012,CG007,3,14.48,39.46,9.22,3.19,2.86,Y,N,N,N,Standard,DDP,1889.4,1891.5,5,27.3,1.14,On time,Y,Delivered,Road permit delay,7028.37,888.61,1673.04,686.53,10276.55,314475.69,0.0327,999.17,0.03648,Y,3112.06,19,Low
SHP00457,PRJ002,2024-04-02,2024-04-23,2024-04-16T10:00:00,2024-04-16T11:00:44,2024-04-23T13:02:23,2024-04-24T07:37:46,F012,F008,P007,P012,Intermodal,CAR006,,CG003,1,6.13,37.67,11.01,3.22,2.57,Y,N,N,N,Critical,DDP,2371.9,2426.9,8,18.6,0.77,1-2 days,N,Delivered,Documentation issue,5623.81,732.35,1201.88,697.87,8255.91,330130.54,0.025,273.54,0.01839,N,0,42,Low
SHP00458,PRJ004,2025-03-17,2025-05-06,2025-05-01T12:00:00,2025-05-01T12:15:30,2025-05-01T22:48:00,2025-05-01T21:35:54,F009,F018,,,Road,CAR008,,CG002,8,21.02,75.18,14.36,5.09,3.58,Y,N,N,N,Standard,DDP,347.7,349.2,1,0,0.0,On time,Y,Delivered,None,1722.46,239.83,0,0,1962.29,234667.39,0.0084,697.32,0.095,N,0,38,Low
SHP00459,PRJ007,2024-10-23,2024-11-29,2024-11-22T08:00:00,2024-11-22T07:15:49,2024-11-27T06:07:42,2024-11-27T23:19:18,F010,F001,P010,P001,Container Sea,CAR005,V003,CG001,5,5.08,12.71,5.95,1.7,2.38,N,N,N,N,Standard,FCA,1453.8,1485.2,6,17.2,0.72,On time,Y,Delivered,Customs hold,2852.02,432.25,869.48,831.99,4985.74,369454.53,0.0135,308.74,0.04092,N,0,30,Low
SHP00460,PRJ003,2025-01-12,2025-02-17,2025-02-07T15:00:00,2025-02-07T14:17:45,2025-02-10T18:14:25,2025-02-10T16:05:25,F012,F011,P007,P006,Sea Breakbulk,CAR010,V007,CG007,2,11.37,28.05,9.04,2.65,2.58,Y,N,N,N,Standard,DAP,122.2,124.8,4,0,0.0,On time,Y,Delivered,Carrier capacity,4312.15,370.7,1530.11,692.94,6905.9,230238.49,0.03,63.76,0.04493,N,0,27,Low
SHP00461,PRJ001,2024-08-31,2024-10-17,2024-10-14T10:00:00,2024-10-14T12:31:58,2024-10-17T07:39:20,2024-10-18T05:23:53,F003,F007,P003,P005,Sea Breakbulk,CAR004,V001,CG008,2,119.64,493.99,37.62,10.84,9.61,Y,Y,N,N,Standard,DDP,758.1,776.4,4,21.7,0.91,On time,Y,Delivered,None,16045.71,2560.61,4361.23,1651.33,24618.89,3179244.38,0.0077,5511.58,0.05934,N,0,54,Medium
SHP00462,PRJ006,2024-11-09,2024-12-05,2024-12-02T14:00:00,2024-12-02T14:36:48,2024-12-06T20:18:00,2024-12-06T20:45:03,F010,F017,,,Road,CAR001,,CG005,2,32.8,134.92,17.63,7.27,4.87,Y,N,N,N,Critical,CFR,5538.2,5656.7,5,0.5,0.02,On time,Y,Delivered,None,43839.58,4609.09,0,604.01,49052.68,1169123.8,0.042,17626.28,0.095,N,0,28,Low
SHP00463,PRJ001,2023-12-26,2024-01-27,2024-01-22T14:00:00,2024-01-22T14:58:41,2024-01-28T13:08:15,2024-01-29T03:07:15,F012,F007,P007,P005,Sea Breakbulk,CAR004,V008,CG007,2,10.15,50.12,12.9,4.17,3.5,Y,N,N,N,Standard,FCA,1981.0,2054.0,7,14.0,0.58,On time,Y,Delivered,None,6273.6,399.43,1296.52,451.93,8421.47,176575.01,0.0477,505.76,0.02426,N,0,36,Low
SHP00464,PRJ002,2024-05-31,2024-07-19,2024-07-12T13:00:00,2024-07-12T13:33:43,2024-07-19T07:28:14,2024-07-19T15:49:20,F011,F008,P006,P012,Intermodal,CAR006,,CG001,1,5.97,18.35,7.34,2.56,2.09,Y,N,N,N,Critical,EXW,2606.6,2636.5,8,8.4,0.35,On time,Y,Delivered,None,5829.57,677.41,763.45,528.04,7798.47,459125.97,0.017,300.83,0.01911,N,0,42,Low
SHP00465,PRJ006,2025-04-14,2025-05-16,2025-04-28T10:00:00,2025-04-28T12:46:58,2025-05-09T16:04:51,2025-05-09T17:01:34,F012,F017,P007,P018,Sea Breakbulk,CAR010,V007,CG008,2,122.05,407.3,27.72,10.99,9.07,Y,Y,N,N,Critical,DAP,5104.3,5228.4,12,0.9,0.04,On time,Y,Delivered,None,81865.1,9517.28,3965.52,1878.13,97226.04,3196252.19,0.0304,15499.61,0.02429,N,0,59,Medium
