event_id,shipment_id,event_sequence,event_datetime,event_type,event_status,responsible_party,location_reference,notes
EVT00550-03,SHP00550,3,2024-12-04T17:35:15,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00550-04,SHP00550,4,2024-12-05T08:00:02,Vessel departed,Completed,Carrier,Barcelona,
EVT00550-05,SHP00550,5,2024-12-09T09:45:33,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00550-06,SHP00550,6,2024-12-09T20:24:30,Customs released,Completed,Forwarder,Rotterdam,
EVT00550-07,SHP00550,7,2024-12-10T12:23:38,Delivery completed,Delayed,Carrier,Rotterdam Consolidation Hub,Carrier capacity
EVT00551-01,SHP00551,1,2025-11-23T11:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00551-02,SHP00551,2,2025-11-28T13:25:21,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00551-03,SHP00551,3,2025-11-28T23:15:03,Origin port gate in,Completed,Port terminal,Genoa,
EVT00551-04,SHP00551,4,2025-11-29T02:36:01,Vessel departed,Completed,Carrier,Genoa,
EVT00551-05,SHP00551,5,2025-12-03T18:37:21,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00551-06,SHP00551,6,2025-12-03T22:16:53,Customs released,Completed,Forwarder,Casablanca,
EVT00551-07,SHP00551,7,2025-12-04T11:10:26,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00552-01,SHP00552,1,2024-09-12T11:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00552-02,SHP00552,2,2024-09-23T11:46:48,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00552-03,SHP00552,3,2024-09-23T16:32:59,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00552-04,SHP00552,4,2024-09-24T09:15:16,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00552-05,SHP00552,5,2024-10-03T18:02:55,Destination port arrival,Completed,Port terminal,Dammam,
EVT00552-06,SHP00552,6,2024-10-03T21:33:36,Customs released,Completed,Forwarder,Dammam,
EVT00552-07,SHP00552,7,2024-10-04T14:21:13,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Documentation issue
EVT00553-01,SHP00553,1,2025-06-28T08:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00553-02,SHP00553,2,2025-07-07T09:57:31,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00553-03,SHP00553,3,2025-07-07T19:07:44,Origin port gate in,Completed,Port terminal,Genoa,
EVT00553-04,SHP00553,4,2025-07-08T02:38:55,Vessel departed,Completed,Carrier,Genoa,
EVT00553-05,SHP00553,5,2025-07-16T21:45:42,Destination port arrival,Completed,Port terminal,Dammam,
EVT00553-06,SHP00553,6,2025-07-17T04:54:18,Customs released,Completed,Forwarder,Dammam,
EVT00553-07,SHP00553,7,2025-07-17T12:09:24,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Road permit delay
EVT00554-01,SHP00554,1,2024-02-29T10:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00554-02,SHP00554,2,2024-03-13T12:27:29,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00554-03,SHP00554,3,2024-03-14T00:51:10,Origin port gate in,Completed,Port terminal,Valencia,
EVT00554-04,SHP00554,4,2024-03-14T13:41:40,Vessel departed,Completed,Carrier,Valencia,
EVT00554-05,SHP00554,5,2024-03-18T17:24:37,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00554-06,SHP00554,6,2024-03-19T06:24:20,Customs released,Completed,Forwarder,Rotterdam,
EVT00554-07,SHP00554,7,2024-03-19T14:21:46,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00555-01,SHP00555,1,2024-04-29T15:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00555-02,SHP00555,2,2024-05-08T16:03:49,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00555-03,SHP00555,3,2024-05-09T03:17:20,Origin port gate in,Completed,Port terminal,Genoa,
EVT00555-04,SHP00555,4,2024-05-09T10:57:04,Vessel departed,Completed,Carrier,Genoa,
EVT00555-05,SHP00555,5,2024-05-14T06:03:25,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00555-06,SHP00555,6,2024-05-14T08:10:52,Customs released,Completed,Forwarder,Casablanca,
EVT00555-07,SHP00555,7,2024-05-14T22:18:55,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00556-01,SHP00556,1,2025-05-13T08:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00556-02,SHP00556,2,2025-05-20T08:56:54,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00556-03,SHP00556,3,2025-05-20T17:57:55,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00556-04,SHP00556,4,2025-05-21T01:14:54,Vessel departed,Completed,Carrier,Algeciras,
EVT00556-05,SHP00556,5,2025-05-26T13:33:22,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00556-06,SHP00556,6,2025-05-26T14:41:49,Customs released,Completed,Forwarder,Alexandria,
EVT00556-07,SHP00556,7,2025-05-26T22:52:15,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00557-01,SHP00557,1,2024-06-07T13:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00557-02,SHP00557,2,2024-06-21T12:12:53,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00557-03,SHP00557,3,2024-06-22T02:00:53,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00557-04,SHP00557,4,2024-06-22T05:27:55,Vessel departed,Completed,Carrier,Algeciras,
EVT00557-05,SHP00557,5,2024-07-02T13:49:54,Customs released,Completed,Forwarder,Dammam,
EVT00557-06,SHP00557,6,2024-07-02T14:42:04,Destination port arrival,Completed,Port terminal,Dammam,
EVT00557-07,SHP00557,7,2024-07-04T06:43:53,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00558-01,SHP00558,1,2024-10-31T12:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00558-02,SHP00558,2,2024-11-04T14:07:38,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00558-03,SHP00558,3,2024-11-05T01:24:56,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00558-04,SHP00558,4,2024-11-05T17:33:28,Vessel departed,Completed,Carrier,Rotterdam,
EVT00558-05,SHP00558,5,2024-11-14T08:04:44,Destination port arrival,Completed,Port terminal,Dammam,
EVT00558-06,SHP00558,6,2024-11-14T17:54:16,Customs released,Completed,Forwarder,Dammam,
EVT00558-07,SHP00558,7,2024-11-15T07:33:06,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Port congestion
EVT00559-01,SHP00559,1,2024-05-10T15:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00559-02,SHP00559,2,2024-05-16T14:34:56,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00559-03,SHP00559,3,2024-05-17T02:49:58,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00559-04,SHP00559,4,2024-05-17T12:41:32,Vessel departed,Completed,Carrier,Bilbao,
EVT00559-05,SHP00559,5,2024-05-19T07:20:46,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00559-06,SHP00559,6,2024-05-19T19:36:42,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00559-07,SHP00559,7,2024-05-20T12:23:52,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00560-01,SHP00560,1,2024-12-17T13:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00560-02,SHP00560,2,2024-12-31T12:33:19,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00560-03,SHP00560,3,2024-12-31T18:37:19,Origin port gate in,Completed,Port terminal,Valencia,
EVT00560-04,SHP00560,4,2025-01-01T05:26:13,Vessel departed,Completed,Carrier,Valencia,
EVT00560-05,SHP00560,5,2025-01-09T11:53:06,Destination port arrival,Completed,Port terminal,Dammam,
EVT00560-06,SHP00560,6,2025-01-09T22:15:09,Customs released,Completed,Forwarder,Dammam,
EVT00560-07,SHP00560,7,2025-01-10T08:37:23,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00561-01,SHP00561,1,2025-12-13T09:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00561-02,SHP00561,2,2025-12-17T10:38:14,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00561-03,SHP00561,3,2025-12-17T23:34:54,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00561-04,SHP00561,4,2025-12-18T08:56:33,Vessel departed,Completed,Carrier,Algeciras,
EVT00561-05,SHP00561,5,2025-12-19T18:27:32,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00561-06,SHP00561,6,2025-12-20T04:25:33,Customs released,Completed,Forwarder,Casablanca,
EVT00561-07,SHP00561,7,2025-12-20T19:11:38,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00562-01,SHP00562,1,2025-08-03T13:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00562-02,SHP00562,2,2025-08-18T12:22:03,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00562-03,SHP00562,3,2025-08-18T19:43:56,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00562-04,SHP00562,4,2025-08-19T01:32:49,Vessel departed,Completed,Carrier,Algeciras,
EVT00562-05,SHP00562,5,2025-08-25T15:30:51,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00562-06,SHP00562,6,2025-08-25T22:03:15,Customs released,Completed,Forwarder,Alexandria,
EVT00562-07,SHP00562,7,2025-08-26T09:38:54,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00563-01,SHP00563,1,2025-05-02T13:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00563-02,SHP00563,2,2025-05-09T14:54:02,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00563-03,SHP00563,3,2025-05-10T05:21:04,Origin port gate in,Completed,Port terminal,Valencia,
EVT00563-04,SHP00563,4,2025-05-10T18:37:11,Vessel departed,Completed,Carrier,Valencia,
EVT00563-05,SHP00563,5,2025-05-14T06:03:28,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00563-06,SHP00563,6,2025-05-14T11:37:58,Customs released,Completed,Forwarder,Casablanca,
EVT00563-07,SHP00563,7,2025-05-15T07:19:07,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Carrier capacity
EVT00564-01,SHP00564,1,2024-04-09T07:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00564-02,SHP00564,2,2024-04-16T09:55:41,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00564-03,SHP00564,3,2024-04-16T17:58:33,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00564-04,SHP00564,4,2024-04-16T21:25:12,Vessel departed,Completed,Carrier,Bilbao,
EVT00564-05,SHP00564,5,2024-04-19T21:29:08,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00564-06,SHP00564,6,2024-04-20T02:12:23,Customs released,Completed,Forwarder,Rotterdam,
EVT00564-07,SHP00564,7,2024-04-20T12:04:12,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00565-01,SHP00565,1,2024-12-04T13:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00565-02,SHP00565,2,2024-12-11T14:13:51,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00565-03,SHP00565,3,2024-12-11T20:12:48,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00565-04,SHP00565,4,2024-12-12T01:39:59,Vessel departed,Completed,Carrier,Rotterdam,
EVT00565-05,SHP00565,5,2024-12-18T11:32:04,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00565-06,SHP00565,6,2024-12-18T19:38:15,Customs released,Completed,Forwarder,Alexandria,
EVT00565-07,SHP00565,7,2024-12-20T12:46:30,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Customs hold
EVT00566-01,SHP00566,1,2024-09-24T10:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00566-02,SHP00566,2,2024-10-08T10:33:24,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00566-03,SHP00566,3,2024-10-09T13:55:25,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00567-01,SHP00567,1,2025-09-26T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00567-02,SHP00567,2,2025-09-30T11:02:09,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00567-03,SHP00567,3,2025-09-30T14:42:55,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00567-04,SHP00567,4,2025-10-01T07:51:30,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00567-05,SHP00567,5,2025-10-08T22:31:08,Destination port arrival,Completed,Port terminal,Dammam,
EVT00567-06,SHP00567,6,2025-10-09T10:09:33,Customs released,Completed,Forwarder,Dammam,
EVT00567-07,SHP00567,7,2025-10-10T00:22:44,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00568-01,SHP00568,1,2024-02-07T08:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00568-02,SHP00568,2,2024-02-20T09:49:50,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00568-03,SHP00568,3,2024-02-20T22:31:04,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00569-01,SHP00569,1,2024-08-16T14:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00569-02,SHP00569,2,2024-08-21T15:26:23,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00569-03,SHP00569,3,2024-08-22T03:36:17,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00570-01,SHP00570,1,2025-04-27T09:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00570-02,SHP00570,2,2025-05-12T08:54:47,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00570-03,SHP00570,3,2025-05-12T20:13:40,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00570-04,SHP00570,4,2025-05-13T02:17:54,Vessel departed,Completed,Carrier,Algeciras,
EVT00570-05,SHP00570,5,2025-05-17T06:06:21,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00570-06,SHP00570,6,2025-05-17T18:41:46,Customs released,Completed,Forwarder,Rotterdam,
EVT00570-07,SHP00570,7,2025-05-18T04:50:40,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00571-01,SHP00571,1,2025-01-09T12:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00571-02,SHP00571,2,2025-01-13T13:10:48,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00571-03,SHP00571,3,2025-01-13T21:03:27,Origin port gate in,Completed,Port terminal,Valencia,
EVT00571-04,SHP00571,4,2025-01-14T06:00:05,Vessel departed,Completed,Carrier,Valencia,
EVT00571-05,SHP00571,5,2025-01-20T15:30:20,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00571-06,SHP00571,6,2025-01-21T06:51:08,Customs released,Completed,Forwarder,Alexandria,
EVT00571-07,SHP00571,7,2025-01-21T19:18:20,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00572-01,SHP00572,1,2024-03-07T14:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00572-02,SHP00572,2,2024-03-15T16:02:23,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00572-03,SHP00572,3,2024-03-16T10:28:20,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00573-01,SHP00573,1,2025-10-07T11:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00573-02,SHP00573,2,2025-10-13T11:25:12,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00573-03,SHP00573,3,2025-10-13T22:29:41,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00573-04,SHP00573,4,2025-10-14T06:49:31,Vessel departed,Completed,Carrier,Barcelona,
EVT00573-05,SHP00573,5,2025-10-16T08:11:24,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00573-06,SHP00573,6,2025-10-16T15:45:42,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00573-07,SHP00573,7,2025-10-17T05:39:18,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00574-01,SHP00574,1,2025-01-16T11:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00574-02,SHP00574,2,2025-01-21T10:33:15,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00574-03,SHP00574,3,2025-01-21T20:46:31,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00574-04,SHP00574,4,2025-01-22T13:52:05,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00574-05,SHP00574,5,2025-01-30T02:16:28,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00574-06,SHP00574,6,2025-01-30T10:27:28,Customs released,Completed,Forwarder,Alexandria,
EVT00574-07,SHP00574,7,2025-01-30T23:05:54,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Customs hold
EVT00575-01,SHP00575,1,2024-08-27T10:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00575-02,SHP00575,2,2024-09-01T09:11:38,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00575-03,SHP00575,3,2024-09-01T18:40:54,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00575-04,SHP00575,4,2024-09-02T11:05:09,Vessel departed,Completed,Carrier,Algeciras,
EVT00575-05,SHP00575,5,2024-09-09T19:23:42,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00575-06,SHP00575,6,2024-09-09T21:10:45,Customs released,Completed,Forwarder,Alexandria,
EVT00575-07,SHP00575,7,2024-09-10T13:39:14,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00576-01,SHP00576,1,2024-11-09T10:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00576-02,SHP00576,2,2024-11-20T12:43:30,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00576-03,SHP00576,3,2024-11-20T23:34:28,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00576-04,SHP00576,4,2024-11-21T06:01:37,Vessel departed,Completed,Carrier,Barcelona,
EVT00576-05,SHP00576,5,2024-11-30T10:17:10,Customs released,Completed,Forwarder,Dammam,
EVT00576-06,SHP00576,6,2024-11-30T12:24:47,Destination port arrival,Completed,Port terminal,Dammam,
EVT00576-07,SHP00576,7,2024-11-30T21:50:05,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Weather disruption
EVT00577-01,SHP00577,1,2024-07-03T14:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00577-02,SHP00577,2,2024-07-10T15:47:07,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00577-03,SHP00577,3,2024-07-10T23:42:03,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00577-04,SHP00577,4,2024-07-11T08:24:05,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00577-05,SHP00577,5,2024-07-15T15:39:24,Destination port arrival,Completed,Port terminal,Sines,
EVT00577-06,SHP00577,6,2024-07-15T22:35:31,Customs released,Completed,Forwarder,Sines,
EVT00577-07,SHP00577,7,2024-07-16T17:59:44,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00578-01,SHP00578,1,2025-06-29T12:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00578-02,SHP00578,2,2025-07-07T13:20:31,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00578-03,SHP00578,3,2025-07-07T22:53:19,Origin port gate in,Completed,Port terminal,Genoa,
EVT00578-04,SHP00578,4,2025-07-08T14:08:24,Vessel departed,Completed,Carrier,Genoa,
EVT00578-05,SHP00578,5,2025-07-16T00:26:17,Destination port arrival,Completed,Port terminal,Dammam,
EVT00578-06,SHP00578,6,2025-07-16T09:47:29,Customs released,Completed,Forwarder,Dammam,
EVT00578-07,SHP00578,7,2025-07-16T13:58:32,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Carrier capacity
EVT00579-01,SHP00579,1,2025-10-05T15:00:00,Booking created,Completed,Forwarder,Madrid Cross Dock,
EVT00579-02,SHP00579,2,2025-10-15T16:10:46,Pickup completed,Completed,Carrier,Madrid Cross Dock,
EVT00579-03,SHP00579,3,2025-10-16T07:48:40,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00580-01,SHP00580,1,2024-11-27T07:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00580-02,SHP00580,2,2024-12-06T09:03:37,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00580-03,SHP00580,3,2024-12-06T22:03:18,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00580-04,SHP00580,4,2024-12-07T10:11:12,Vessel departed,Completed,Carrier,Algeciras,
EVT00580-05,SHP00580,5,2024-12-09T11:45:10,Customs released,Completed,Forwarder,Casablanca,
EVT00580-06,SHP00580,6,2024-12-09T13:10:29,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00580-07,SHP00580,7,2024-12-10T05:17:19,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Port congestion
EVT00581-01,SHP00581,1,2024-01-25T13:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00581-02,SHP00581,2,2024-02-07T14:48:46,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00581-03,SHP00581,3,2024-02-08T12:32:47,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00581-04,SHP00581,4,2024-02-09T00:15:05,Vessel departed,Completed,Carrier,Algeciras,
EVT00581-05,SHP00581,5,2024-02-10T14:11:35,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00581-06,SHP00581,6,2024-02-10T18:52:04,Customs released,Completed,Forwarder,Casablanca,
EVT00581-07,SHP00581,7,2024-02-11T07:21:40,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00582-01,SHP00582,1,2024-07-15T13:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00582-02,SHP00582,2,2024-07-30T14:15:06,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00582-03,SHP00582,3,2024-07-31T14:47:42,Origin port gate in,Completed,Port terminal,Genoa,
EVT00582-04,SHP00582,4,2024-07-31T23:08:03,Vessel departed,Completed,Carrier,Genoa,
EVT00582-05,SHP00582,5,2024-08-03T17:53:04,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00582-06,SHP00582,6,2024-08-04T04:28:59,Customs released,Completed,Forwarder,Rotterdam,
EVT00582-07,SHP00582,7,2024-08-04T16:43:13,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00583-01,SHP00583,1,2024-04-05T13:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00583-02,SHP00583,2,2024-04-16T14:27:06,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00583-03,SHP00583,3,2024-04-16T18:31:17,Origin port gate in,Completed,Port terminal,Valencia,
EVT00583-04,SHP00583,4,2024-04-17T04:32:39,Vessel departed,Completed,Carrier,Valencia,
EVT00583-05,SHP00583,5,2024-04-21T03:13:42,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00583-06,SHP00583,6,2024-04-21T07:05:06,Customs released,Completed,Forwarder,Rotterdam,
EVT00583-07,SHP00583,7,2024-04-21T17:49:10,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00584-01,SHP00584,1,2025-06-09T09:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00584-02,SHP00584,2,2025-06-17T10:16:56,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00584-03,SHP00584,3,2025-06-18T03:45:47,Origin port gate in,Completed,Port terminal,Valencia,
EVT00584-04,SHP00584,4,2025-06-18T12:37:41,Vessel departed,Completed,Carrier,Valencia,
EVT00584-05,SHP00584,5,2025-06-21T18:39:22,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00584-06,SHP00584,6,2025-06-22T09:22:35,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00584-07,SHP00584,7,2025-06-22T19:38:06,Delivery completed,Delayed,Carrier,Marseille Wind Substation Site,Carrier capacity
EVT00585-01,SHP00585,1,2025-01-23T13:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00585-02,SHP00585,2,2025-01-29T14:53:47,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00585-03,SHP00585,3,2025-01-29T23:45:00,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00585-04,SHP00585,4,2025-01-30T10:38:18,Vessel departed,Completed,Carrier,Algeciras,
EVT00585-05,SHP00585,5,2025-02-01T14:57:19,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00585-06,SHP00585,6,2025-02-01T20:06:40,Customs released,Completed,Forwarder,Casablanca,
EVT00585-07,SHP00585,7,2025-02-02T06:47:32,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00586-01,SHP00586,1,2024-08-12T08:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00586-02,SHP00586,2,2024-08-19T08:00:24,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00586-03,SHP00586,3,2024-08-19T22:25:58,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00586-04,SHP00586,4,2024-08-20T07:52:19,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00586-05,SHP00586,5,2024-08-28T05:56:29,Destination port arrival,Completed,Port terminal,Dammam,
EVT00586-06,SHP00586,6,2024-08-28T11:15:38,Customs released,Completed,Forwarder,Dammam,
EVT00586-07,SHP00586,7,2024-08-29T01:29:06,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00587-01,SHP00587,1,2025-01-21T12:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00587-02,SHP00587,2,2025-02-04T12:45:00,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00587-03,SHP00587,3,2025-02-05T01:15:15,Origin port gate in,Completed,Port terminal,Genoa,
EVT00587-04,SHP00587,4,2025-02-05T08:52:25,Vessel departed,Completed,Carrier,Genoa,
EVT00587-05,SHP00587,5,2025-02-09T16:43:08,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00587-06,SHP00587,6,2025-02-09T18:36:28,Customs released,Completed,Forwarder,Alexandria,
EVT00587-07,SHP00587,7,2025-02-10T07:19:30,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00588-01,SHP00588,1,2025-04-04T09:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00588-02,SHP00588,2,2025-04-09T09:28:02,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00588-03,SHP00588,3,2025-04-09T23:42:30,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00588-04,SHP00588,4,2025-04-10T13:14:28,Vessel departed,Completed,Carrier,Algeciras,
EVT00588-05,SHP00588,5,2025-04-21T23:59:53,Customs released,Completed,Forwarder,Dammam,
EVT00588-06,SHP00588,6,2025-04-22T03:17:59,Destination port arrival,Completed,Port terminal,Dammam,
