leg_id,shipment_id,leg_sequence,from_node_id,from_node_name,from_node_type,from_country,from_latitude,from_longitude,to_node_id,to_node_name,to_node_type,to_country,to_latitude,to_longitude,mode,carrier_id,vessel_id,planned_departure_datetime,actual_departure_datetime,planned_arrival_datetime,actual_arrival_datetime,planned_distance_km,actual_distance_km,planned_transit_hours,actual_transit_hours,delay_hours,delay_reason,leg_cost_eur,co2e_kg,wkt_linestring
LEG00337-3,SHP00337,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR006,,2025-10-30T22:44:05,2025-10-31T03:06:26,2025-10-31T07:56:05,2025-10-31T11:04:47,0.0,0.0,9.2,8.0,0,None,496.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00338-1,SHP00338,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR008,,2025-07-02T14:00:00,2025-07-02T15:14:54,2025-07-02T23:00:00,2025-07-03T18:32:42,88.8,92.2,9.0,27.3,18.3,Weather disruption,792.03,50.19,"LINESTRING (4.4025 51.2194, 4.4777 51.9244)"
LEG00339-1,SHP00339,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V014,2025-12-17T12:00:00,2025-12-17T13:03:13,2025-12-17T22:00:00,2025-12-18T00:12:25,388.1,386.8,10.0,11.2,1.2,None,5783.23,2927.19,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00339-2,SHP00339,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Sea Breakbulk,CAR010,V014,2025-12-18T10:15:28,2025-12-18T13:26:23,2025-12-22T00:21:28,2025-12-22T20:45:13,1327.8,1376.6,86.1,103.3,17.2,Road permit delay,12872.11,2631.84,"LINESTRING (-5.4479 36.1324, 4.943 43.437)"
LEG00339-3,SHP00339,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR010,V014,2025-12-22T11:08:46,2025-12-23T06:52:35,2025-12-22T21:38:46,2025-12-23T19:59:11,49.0,49.4,10.5,13.1,2.6,None,1241.04,373.84,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00340-1,SHP00340,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR007,V011,2024-10-24T10:00:00,2024-10-24T12:18:55,2024-10-25T01:12:00,2024-10-25T04:21:54,334.9,336.9,15.2,16.0,0.8,None,2009.7,959.52,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00340-2,SHP00340,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR007,V011,2024-10-25T08:42:52,2024-10-25T19:55:54,2024-10-28T17:54:52,2024-10-29T08:14:46,1380.6,1481.4,81.2,84.3,3.1,None,6300.5,1065.9,"LINESTRING (4.943 43.437, -8.8631 37.9543)"
LEG00340-3,SHP00340,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR007,V011,2024-10-29T05:15:06,2024-10-29T17:58:08,2024-10-29T10:15:06,2024-10-30T02:41:02,0.6,0.6,5.0,8.7,3.7,None,434.81,1.71,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00341-1,SHP00341,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR002,,2024-04-26T09:00:00,2024-04-26T09:41:09,2024-04-26T21:06:00,2024-04-26T22:16:26,237.7,252.1,12.1,12.6,0.5,None,702.31,112.8,"LINESTRING (1.2445 41.1189, -0.8891 41.6488)"
LEG00342-1,SHP00342,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR008,,2024-05-28T07:00:00,2024-05-28T06:43:25,2024-05-29T17:42:00,2024-05-29T16:55:23,1459.9,1458.0,34.7,34.2,0,None,6448.58,1336.62,"LINESTRING (4.4025 51.2194, -0.8891 41.6488)"
LEG00343-1,SHP00343,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR006,,2024-05-16T11:00:00,2024-05-16T11:50:30,2024-05-16T22:00:00,2024-05-16T22:36:49,102.3,110.2,11.0,10.8,0,None,715.49,102.6,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00343-2,SHP00343,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Container Sea,CAR006,,2024-05-17T07:57:31,2024-05-17T13:13:22,2024-05-20T16:39:31,2024-05-20T20:04:44,1327.2,1409.3,80.7,78.9,0,None,2372.61,248.6,"LINESTRING (-5.4479 36.1324, 4.943 43.437)"
LEG00343-3,SHP00343,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR006,,2024-05-21T00:20:24,2024-05-21T07:14:02,2024-05-21T06:02:24,2024-05-22T07:24:43,50.2,53.5,5.7,24.2,18.5,Road permit delay,569.63,49.81,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00344-1,SHP00344,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR012,,2024-05-27T09:00:00,2024-05-27T10:26:46,2024-05-29T00:48:00,2024-05-29T04:03:07,2095.5,2231.3,39.8,41.6,1.8,None,38023.21,22816.83,"LINESTRING (-4.1121 38.6871, 4.4777 51.9244)"
LEG00345-1,SHP00345,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR003,V006,2025-04-11T08:00:00,2025-04-11T09:14:59,2025-04-11T19:00:00,2025-04-11T18:19:59,94.0,101.5,11.0,9.1,0,None,478.24,31.63,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00345-2,SHP00345,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,RoRo,CAR003,V006,2025-04-12T01:11:05,2025-04-12T11:35:25,2025-04-14T19:29:05,2025-04-15T04:35:24,1329.2,1321.1,66.3,65.0,0,None,1535.97,130.0,"LINESTRING (2.1686 41.3522, -7.611 33.605)"
LEG00345-3,SHP00345,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR003,V006,2025-04-15T04:59:22,2025-04-15T22:02:38,2025-04-15T10:17:22,2025-04-16T01:47:04,5.2,5.5,5.3,3.7,0,None,328.57,1.71,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00346-1,SHP00346,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR010,V014,2025-11-27T08:00:00,2025-11-27T08:07:19,2025-11-27T16:48:00,2025-11-27T16:00:16,98.7,106.2,8.8,7.9,0,None,1508.21,337.68,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00346-2,SHP00346,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR010,V014,2025-11-28T03:40:32,2025-11-28T09:13:06,2025-12-08T05:22:32,2025-12-08T12:54:11,5156.6,5154.8,241.7,243.7,2.0,None,23092.48,4140.75,"LINESTRING (2.1686 41.3522, 50.184 26.498)"
LEG00346-3,SHP00346,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR010,V014,2025-12-08T14:19:34,2025-12-08T20:07:08,2025-12-08T21:55:34,2025-12-09T06:08:55,15.8,16.0,7.6,10.0,2.4,None,795.94,50.87,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00347-1,SHP00347,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR002,,2025-11-24T13:00:00,2025-11-24T12:04:18,2025-11-26T00:06:00,2025-11-25T21:46:27,1335.9,1402.2,35.1,33.7,0,None,15571.24,8262.95,"LINESTRING (-2.935 43.263, -7.5898 33.5731)"
LEG00348-1,SHP00348,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR005,V003,2025-06-25T09:00:00,2025-06-25T11:03:02,2025-06-25T18:24:00,2025-06-25T21:03:15,99.9,107.1,9.4,10.0,0.6,None,778.88,67.97,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00348-2,SHP00348,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Container Sea,CAR005,V003,2025-06-26T00:27:25,2025-06-26T04:38:41,2025-06-28T03:03:25,2025-06-28T06:28:08,333.4,340.2,50.6,49.8,0,None,1984.01,40.91,"LINESTRING (2.1686 41.3522, 4.943 43.437)"
LEG00348-3,SHP00348,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR005,V003,2025-06-28T10:51:32,2025-06-28T16:45:35,2025-06-28T17:45:32,2025-06-28T23:40:14,49.6,49.8,6.9,6.9,0.0,None,627.54,31.6,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00349-1,SHP00349,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR006,,2024-05-30T11:00:00,2024-05-30T11:22:25,2024-05-30T18:48:00,2024-05-30T20:31:11,29.6,32.0,7.8,9.1,1.3,None,463.15,16.69,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00349-2,SHP00349,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Container Sea,CAR006,,2024-05-31T09:44:43,2024-05-31T11:19:03,2024-06-06T00:56:43,2024-06-06T16:38:28,2431.3,2527.2,135.2,149.3,14.1,Carrier capacity,2551.46,249.74,"LINESTRING (4.142 51.947, -7.611 33.605)"
LEG00349-3,SHP00349,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR006,,2024-06-06T12:20:46,2024-06-07T01:30:33,2024-06-06T18:14:46,2024-06-07T06:15:47,4.8,4.8,5.9,4.8,0,None,409.47,2.5,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00350-1,SHP00350,1,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Road,CAR010,V004,2025-01-23T13:00:00,2025-01-23T14:39:02,2025-01-23T18:12:00,2025-01-24T06:56:34,26.8,28.0,5.2,16.3,11.1,Carrier capacity,557.23,75.33,"LINESTRING (4.4777 51.9244, 4.142 51.947)"
LEG00350-2,SHP00350,2,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR010,V004,2025-01-24T07:24:33,2025-01-24T22:37:31,2025-01-30T12:06:33,2025-01-31T06:03:47,3267.1,3370.1,148.7,151.4,2.7,None,9867.38,2290.59,"LINESTRING (4.142 51.947, 29.9187 31.2001)"
LEG00350-3,SHP00350,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR010,V004,2025-01-31T00:59:35,2025-01-31T14:31:21,2025-01-31T04:47:35,2025-01-31T19:18:58,0.0,0.0,3.8,4.8,1.0,None,432.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00351-1,SHP00351,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR006,,2025-01-08T10:00:00,2025-01-08T09:26:08,2025-01-09T00:36:00,2025-01-09T03:26:40,357.3,376.9,14.6,18.0,3.4,None,1938.2,853.6,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00351-2,SHP00351,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Container Sea,CAR006,,2025-01-09T04:53:03,2025-01-09T16:33:04,2025-01-18T07:05:03,2025-01-19T07:04:15,5750.2,5710.7,218.2,230.5,12.3,Port congestion,6827.72,2450.58,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00351-3,SHP00351,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR006,,2025-01-18T19:18:19,2025-01-19T22:39:53,2025-01-19T04:42:19,2025-01-20T06:55:58,14.8,15.9,9.4,8.3,0,None,495.54,36.01,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00352-1,SHP00352,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR008,,2024-08-21T14:00:00,2024-08-21T13:25:06,2024-08-22T16:42:00,2024-08-22T16:11:45,1503.6,1521.4,26.7,26.8,0.1,None,5208.89,2235.93,"LINESTRING (-6.2886 36.5271, 5.3698 43.2965)"
LEG00353-1,SHP00353,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR005,V003,2025-12-23T08:00:00,2025-12-23T09:35:39,2025-12-23T12:42:00,2025-12-23T12:43:25,91.4,93.2,4.7,3.1,0,None,572.2,30.46,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00353-2,SHP00353,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Container Sea,CAR005,V003,2025-12-23T20:11:50,2025-12-23T18:13:40,2026-01-01T10:29:50,2026-01-01T06:40:59,5102.1,5202.7,206.3,204.5,0,None,3566.99,322.15,"LINESTRING (2.1686 41.3522, 50.184 26.498)"
LEG00353-3,SHP00353,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR005,V003,2026-01-01T15:22:24,2026-01-01T11:48:36,2026-01-02T00:46:24,2026-01-01T19:17:13,16.2,16.6,9.4,7.5,0,None,430.67,5.42,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00354-1,SHP00354,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V007,2025-11-11T15:00:00,2025-11-11T15:42:56,2025-11-11T20:12:00,2025-11-11T23:34:11,108.2,109.2,5.2,7.9,2.7,None,2477.3,1138.65,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00354-2,SHP00354,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Sea Breakbulk,CAR010,V007,2025-11-12T08:25:37,2025-11-12T13:02:56,2025-11-15T02:13:37,2025-11-15T21:23:12,645.8,668.8,65.8,80.3,14.5,Carrier capacity,9745.58,1761.78,"LINESTRING (-5.4479 36.1324, -0.323 39.461)"
LEG00354-3,SHP00354,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR010,V007,2025-11-15T08:56:33,2025-11-16T13:23:42,2025-11-15T22:20:33,2025-11-17T16:46:45,328.2,351.2,13.4,27.4,14.0,Customs hold,6690.81,3662.03,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00355-1,SHP00355,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V007,2024-11-06T13:00:00,2024-11-06T12:44:19,2024-11-06T23:06:00,2024-11-07T02:26:31,379.1,390.0,10.1,13.7,3.6,None,1665.85,557.97,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00355-2,SHP00355,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR010,V007,2024-11-07T07:27:38,2024-11-07T18:26:18,2024-11-16T20:51:38,2024-11-17T10:12:06,5758.7,5864.6,229.4,231.8,2.4,None,11071.5,2119.7,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00355-3,SHP00355,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR010,V007,2024-11-17T03:48:10,2024-11-17T13:23:57,2024-11-17T09:36:10,2024-11-17T22:46:15,14.7,15.6,5.8,9.4,3.6,None,481.35,22.32,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00356-1,SHP00356,1,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR010,V014,2025-02-07T14:00:00,2025-02-07T15:32:04,2025-02-08T02:18:00,2025-02-08T06:21:11,324.4,326.0,12.3,14.8,2.5,None,1905.39,500.17,"LINESTRING (-0.8891 41.6488, -0.323 39.461)"
LEG00356-2,SHP00356,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR010,V014,2025-02-08T17:39:33,2025-02-08T20:39:13,2025-02-13T07:09:33,2025-02-13T13:41:10,1565.5,1604.5,109.5,113.0,3.5,None,6900.01,621.9,"LINESTRING (-0.323 39.461, 4.142 51.947)"
LEG00356-3,SHP00356,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR010,V014,2025-02-13T15:14:51,2025-02-14T05:53:39,2025-02-13T19:32:51,2025-02-14T13:19:18,28.0,28.7,4.3,7.4,3.1,None,660.2,44.03,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00357-1,SHP00357,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR005,V013,2024-08-07T15:00:00,2024-08-07T17:37:38,2024-08-08T00:36:00,2024-08-08T03:29:00,6.2,6.2,9.6,9.9,0.3,None,329.4,2.7,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00357-2,SHP00357,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Container Sea,CAR005,V013,2024-08-08T15:04:24,2024-08-08T07:10:44,2024-08-10T11:46:24,2024-08-10T06:19:35,82.1,84.9,44.7,47.1,2.4,None,1178.64,7.01,"LINESTRING (4.4009 51.2639, 4.142 51.947)"
LEG00357-3,SHP00357,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR005,V013,2024-08-11T01:25:26,2024-08-10T20:02:02,2024-08-11T05:13:26,2024-08-10T22:18:16,26.3,26.1,3.8,2.3,0,None,359.56,11.38,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00358-1,SHP00358,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR010,V007,2024-11-19T14:00:00,2024-11-19T16:01:33,2024-11-19T18:54:00,2024-11-19T21:53:39,15.6,15.7,4.9,5.9,1.0,None,894.74,72.82,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00358-2,SHP00358,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR010,V007,2024-11-20T07:52:58,2024-11-20T10:50:10,2024-11-23T20:04:58,2024-11-24T02:20:30,1137.5,1221.3,84.2,87.5,3.3,None,11551.66,1430.97,"LINESTRING (-3.0443 43.3476, 4.142 51.947)"
LEG00358-3,SHP00358,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR010,V007,2024-11-24T05:58:05,2024-11-24T16:50:28,2024-11-24T13:34:05,2024-11-25T00:55:03,30.5,32.4,7.6,8.1,0.5,None,1080.61,150.27,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00359-1,SHP00359,1,FAC_F013,Valencia Export Depot,Warehouse,Spain,39.4699,-0.3763,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR006,,2024-04-08T08:00:00,2024-04-08T07:45:40,2024-04-08T13:12:00,2024-04-08T14:20:12,6.1,6.1,5.2,6.6,1.4,None,453.14,10.78,"LINESTRING (-0.3763 39.4699, -0.323 39.461)"
LEG00359-2,SHP00359,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Container Sea,CAR006,,2024-04-08T19:37:04,2024-04-09T03:38:07,2024-04-11T20:43:04,2024-04-12T03:48:46,1595.8,1642.5,73.1,72.2,0,None,2860.66,549.91,"LINESTRING (-0.323 39.461, 4.142 51.947)"
LEG00359-3,SHP00359,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR006,,2024-04-12T10:16:15,2024-04-12T09:18:23,2024-04-12T20:22:15,2024-04-12T22:08:50,29.7,30.9,10.1,12.8,2.7,Customs hold,539.1,54.6,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00360-1,SHP00360,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR007,V011,2025-08-19T12:00:00,2025-08-19T11:43:54,2025-08-19T20:54:00,2025-08-20T10:14:30,297.9,301.9,8.9,22.5,13.6,Documentation issue,2288.47,528.58,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00360-2,SHP00360,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR007,V011,2025-08-20T01:16:35,2025-08-20T20:05:31,2025-08-25T06:10:35,2025-08-26T04:49:04,2799.6,2781.2,124.9,128.7,3.8,None,11403.1,1230.18,"LINESTRING (4.943 43.437, 29.9187 31.2001)"
LEG00360-3,SHP00360,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR007,V011,2025-08-25T16:45:21,2025-08-26T18:04:53,2025-08-25T20:39:21,2025-08-26T22:07:13,0.0,0.0,3.9,4.0,0.1,None,669.6,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00361-1,SHP00361,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V012,2024-03-27T15:00:00,2024-03-27T16:18:03,2024-03-27T23:42:00,2024-03-28T04:47:37,6.6,6.8,8.7,12.5,3.8,None,453.2,10.39,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00361-2,SHP00361,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR004,V012,2024-03-28T04:38:33,2024-03-28T12:42:19,2024-03-29T14:50:33,2024-03-30T01:39:41,79.6,82.7,34.2,37.0,2.8,None,3349.3,31.94,"LINESTRING (4.4009 51.2639, 4.142 51.947)"
LEG00361-3,SHP00361,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR004,V012,2024-03-29T20:46:18,2024-03-30T13:01:10,2024-03-30T05:10:18,2024-03-31T04:33:50,28.6,29.5,8.4,15.5,7.1,Documentation issue,523.96,45.09,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00362-1,SHP00362,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR007,V005,2024-10-16T14:00:00,2024-10-16T15:51:07,2024-10-16T22:36:00,2024-10-16T23:28:58,140.0,141.4,8.6,7.6,0,None,832.16,161.87,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00362-2,SHP00362,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR007,V005,2024-10-17T10:42:43,2024-10-17T03:13:47,2024-10-25T15:48:43,2024-10-25T09:33:40,4321.2,4451.5,197.1,198.3,1.2,None,8477.21,1287.37,"LINESTRING (8.925 44.41, 50.184 26.498)"
LEG00362-3,SHP00362,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR007,V005,2024-10-26T07:36:56,2024-10-26T00:19:19,2024-10-26T13:18:56,2024-10-26T09:56:38,15.9,16.0,5.7,9.6,3.9,None,477.28,18.32,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
